"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","HBIPS-2 Measure Description","HBIPS-2 Overall Rate Per 1000","HBIPS-2 Overall Num","HBIPS-2 Overall Den","HBIPS-2 Overall Footnote","HBIPS-3 Measure Description","HBIPS-3 Overall Rate Per 1000","HBIPS-3 Overall Num","HBIPS-3 Overall Den","HBIPS-3 Overall Footnote","HBIPS-5 Measure Description","HBIPS-5 %","HBIPS-5 Denominator","HBIPS-5 Footnote","SMD Measure Description","SMD %","SMD Denominator","SMD Footnote","SUB-2/-2a Measure Description","SUB-2 %","SUB-2 Denominator","SUB-2 Footnote","SUB-2a %","SUB-2a Denominator","SUB-2a Footnote","SUB-3/-3a Measure Description","SUB-3 %","SUB-3 Denominator","SUB-3 Footnote","SUB-3a %","SUB-3a Denominator","SUB-3a Footnote","TOB-2/-2a Measure_Desc","TOB-2 %","TOB-2 Denominator","TOB-2 Footnote","TOB-2a %","TOB-2a Denominator","TOB-2a Footnote","TOB-3/-3a Measure Description","TOB-3 %","TOB-3 Denominator","TOB-3 Footnote","TOB-3a %","TOB-3a Denominator","TOB-3a Footnote","TR-1 Measure Description","TR-1 %","TR-1 Denominator","TR-1 Footnote","Start Date","End Date","FAPH Measure Description","FAPH-30 %","FAPH-30 Denominator","FAPH-30 Footnote","FAPH-7 %","FAPH-7 Denominator","FAPH-7 Footnote","FAPH Measure Start Date","FAPH Measure End Date","MedCont Measure Desc","MedCont %","MedCont Denominator","MedCont Footnote","MedCont Measure Start Date","MedCont Measure End Date","READM-30-IPF Measure Desc","READM-30-IPF Category","READM-30-IPF Denominator","READM-30-IPF Rate","READM-30-IPF Lower Estimate","READM-30-IPF Higher Estimate","READM-30-IPF Footnote","READM-30-IPF Start Date","READM-30-IPF End Date","IMM-2 Measure Description","IMM-2 %","IMM-2 Denominator","IMM-2 Footnote","Flu Season Start Date","Flu Season End Date","IPFQR-HCP COVID-19 Measure Description","IPFQR-HCP COVID-19 %","IPFQR-HCP COVID-19 Denominator","IPFQR-HCP COVID-19 Footnote","IPFQR-HCP COVID-19 Start Date","IPFQR-HCP COVID-19 End Date"
154058,DOCTORS NEUROPSYCHIATRIC HOSPITAL,417 S WHITLOCK ST,BREMEN,IN,46506,MARSHALL,Hours of physical-restraint use,0.00,0,13261,,Hours of seclusion use,0.00,0,13261,,Patients discharged on multiple antipsychotic medications with appropriate justification,0,47,,Screening for metabolic disorders (SMD),68,475,,Alcohol use brief intervention provided or offered,1,530,,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,34,83,,24,83,,Tobacco use treatment provided or offered,94,124,,73,120,,Tobacco use treatment provided or offered at discharge,13,99,,0,99,,Transition record with specified elements received by discharged patients (TR1),84,599,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,75.5,94,,59.6,94,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,79.3,87,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,455,17.9,15.0,21.5,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),27,333,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),Not Available,Not Available,5,10/01/2023,12/31/2023
154059,SYCAMORE SPRINGS,833 PARK EAST BLVD,LAFAYETTE,IN,47905,TIPPECANOE,Hours of physical-restraint use,0.01,4.47,15538,,Hours of seclusion use,0.00,1.58,15538,,Patients discharged on multiple antipsychotic medications with appropriate justification,89,18,,Screening for metabolic disorders (SMD),81,593,,Alcohol use brief intervention provided or offered,87,224,,88,221,,Alcohol and other drug use disorder treatment provided or offered at discharge,100,415,,97,415,,Tobacco use treatment provided or offered,70,359,,1,349,,Tobacco use treatment provided or offered at discharge,60,324,,0,324,,Transition record with specified elements received by discharged patients (TR1),62,585,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,52.1,73,,26,73,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,80,145,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,181,19.2,15.3,23.8,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),90,287,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),3.8,185,,10/01/2023,12/31/2023
154060,"PARK CENTER, INC",1909 CAREW STREET,FORT WAYNE,IN,46805,ALLEN,Hours of physical-restraint use,0.01,1.3,4006,,Hours of seclusion use,0.02,1.88,4006,,Patients discharged on multiple antipsychotic medications with appropriate justification,73,26,,Screening for metabolic disorders (SMD),25,177,,Alcohol use brief intervention provided or offered,1,538,,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,28,250,,19,250,,Tobacco use treatment provided or offered,8,296,,6,280,,Tobacco use treatment provided or offered at discharge,54,264,,0,264,,Transition record with specified elements received by discharged patients (TR1),1,625,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,55,40,,32.5,40,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,81.9,83,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,93,19.4,14.8,25.1,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),45,312,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),0,339,,10/01/2023,12/31/2023
154061,MEDICAL BEHAVIORAL HOSPITAL - MISHAWAKA,1625 EAST JEFFERSON BLVD,MISHAWAKA,IN,46545,ST. JOSEPH,Hours of physical-restraint use,0.00,0,11119,,Hours of seclusion use,0.00,0,11119,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),94,464,,Alcohol use brief intervention provided or offered,54,50,,62,40,,Alcohol and other drug use disorder treatment provided or offered at discharge,47,139,,41,139,,Tobacco use treatment provided or offered,64,262,,71,182,,Tobacco use treatment provided or offered at discharge,51,152,,38,152,,Transition record with specified elements received by discharged patients (TR1),98,621,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,86.5,111,,78.4,111,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,85.7,147,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better Than the National Rate,337,15.7,12.8,19.1,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),37,425,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),Not Available,Not Available,5,10/01/2023,12/31/2023
154063,"NEUROPSYCHIATRIC HOSPITAL OF INDIANAPOLIS, LLC","6720 PARKDALE PLACE, SUITE 100",INDIANAPOLIS,IN,46254,MARION,Hours of physical-restraint use,0.00,0,17391,,Hours of seclusion use,0.00,0,17391,,Patients discharged on multiple antipsychotic medications with appropriate justification,88,233,,Screening for metabolic disorders (SMD),100,752,,Alcohol use brief intervention provided or offered,0,386,,0,66,,Alcohol and other drug use disorder treatment provided or offered at discharge,1,154,,1,154,,Tobacco use treatment provided or offered,2,367,,1,307,,Tobacco use treatment provided or offered at discharge,0,226,,0,226,,Transition record with specified elements received by discharged patients (TR1),78,934,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,78.8,137,,62.8,137,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,85.6,180,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better Than the National Rate,519,14.9,12.4,17.7,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),7,389,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),95.8,95,,10/01/2023,12/31/2023
154064,ASSURANCE HEALTH PSYCHIATRIC HOSPITAL,900 NORTH HIGH SCHOOL ROAD,INDIANAPOLIS,IN,46214,MARION,Hours of physical-restraint use,0.00,0,10570,,Hours of seclusion use,0.00,0,10570,,Patients discharged on multiple antipsychotic medications with appropriate justification,37,30,,Screening for metabolic disorders (SMD),99,462,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered,22,97,,32,28,,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),28,630,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,55.7,237,,34.2,237,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,67.8,87,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,844,20.1,17.4,23.0,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),65,379,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),0,76,,10/01/2023,12/31/2023
154065,NEURO BEHAVIORAL HOSPITAL,9330 BROADWAY,CROWN POINT,IN,46307,LAKE,Hours of physical-restraint use,0.00,2.52,23511,,Hours of seclusion use,0.10,59.02,23511,,Patients discharged on multiple antipsychotic medications with appropriate justification,65,334,,Screening for metabolic disorders (SMD),76,1036,,Alcohol use brief intervention provided or offered,6,673,,78,49,,Alcohol and other drug use disorder treatment provided or offered at discharge,27,330,,24,330,,Tobacco use treatment provided or offered,68,539,,73,448,,Tobacco use treatment provided or offered at discharge,11,403,,7,403,,Transition record with specified elements received by discharged patients (TR1),49,1383,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,79.4,281,,58.7,281,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,84.8,546,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,1030,18.8,16.8,20.9,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),34,419,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),96.8,116,,10/01/2023,12/31/2023
154066,BRIGHTWELL BEHAVIORAL HEALTH,1612 BLACKISTON VIEW DRIVE,CLARKSVILLE,IN,47129,CLARK,Hours of physical-restraint use,0.00,0,6368,,Hours of seclusion use,0.00,0,6368,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,7,Screening for metabolic disorders (SMD),Not Available,Not Available,7,Alcohol use brief intervention provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered,91,23,,19,21,,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),100,380,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,62,108,,38.9,108,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,391,19.8,16.4,23.6,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),69,166,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),80.8,86,,10/01/2023,12/31/2023
154067,HENDRICKS BEHAVIORAL HOSPITAL,1051 SOUTHFIELD DRIVE,PLAINFIELD,IN,46168,HENDRICKS,Hours of physical-restraint use,0.01,3.32,20280,,Hours of seclusion use,0.05,24.72,20280,,Patients discharged on multiple antipsychotic medications with appropriate justification,7,69,,Screening for metabolic disorders (SMD),63,323,,Alcohol use brief intervention provided or offered,6,313,,100,20,,Alcohol and other drug use disorder treatment provided or offered at discharge,67,224,,63,224,,Tobacco use treatment provided or offered,68,167,,75,137,,Tobacco use treatment provided or offered at discharge,58,135,,47,135,,Transition record with specified elements received by discharged patients (TR1),11,614,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,48.8,84,,32.1,84,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,80.2,86,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,113,22.6,17.9,28.4,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),36,308,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),Not Available,Not Available,5,10/01/2023,12/31/2023
160005,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,311 SOUTH CLARK STREET,CARROLL,IA,51401,CARROLL,Hours of physical-restraint use,0.02,1,1773,,Hours of seclusion use,0.00,0,1773,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),96,141,,Alcohol use brief intervention provided or offered,87,62,,84,62,,Alcohol and other drug use disorder treatment provided or offered at discharge,35,94,,34,94,,Tobacco use treatment provided or offered,74,174,,46,135,,Tobacco use treatment provided or offered at discharge,39,133,,0,133,,Transition record with specified elements received by discharged patients (TR1),83,354,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,77.8,54,,42.6,54,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,86.3,117,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,155,20.6,16.4,25.8,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),88,164,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),0,18,,10/01/2023,12/31/2023
160030,MARY GREELEY MEDICAL CENTER,1111 DUFF AVENUE,AMES,IA,50010,STORY,Hours of physical-restraint use,0.70,78.92,4727,,Hours of seclusion use,0.56,63.4,4727,,Patients discharged on multiple antipsychotic medications with appropriate justification,50,16,,Screening for metabolic disorders (SMD),97,264,,Alcohol use brief intervention provided or offered,95,102,,98,97,,Alcohol and other drug use disorder treatment provided or offered at discharge,92,123,,59,123,,Tobacco use treatment provided or offered,76,353,,56,277,,Tobacco use treatment provided or offered at discharge,70,220,,0,220,,Transition record with specified elements received by discharged patients (TR1),89,636,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,68.3,63,,38.1,63,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,84,81,,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,138,18.2,13.9,23.9,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),94,267,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),0.9,224,,10/01/2023,12/31/2023
160045,ST LUKES HOSPITAL,1026 A AVE NE,CEDAR RAPIDS,IA,52402,LINN,Hours of physical-restraint use,0.10,6.77,2757,,Hours of seclusion use,0.08,5.3,2757,,Patients discharged on multiple antipsychotic medications with appropriate justification,0,76,,Screening for metabolic disorders (SMD),100,168,,Alcohol use brief intervention provided or offered,45,38,,61,23,,Alcohol and other drug use disorder treatment provided or offered at discharge,31,52,,21,52,,Tobacco use treatment provided or offered,31,93,,28,75,,Tobacco use treatment provided or offered at discharge,0,68,,0,68,,Transition record with specified elements received by discharged patients (TR1),0,332,,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,72,50,,38,50,,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,131,20.1,15.3,26.0,,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),11,129,,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),1.2,908,,10/01/2023,12/31/2023
160057,SOUTHEAST IOWA REGIONAL MEDICAL CENTER,1221 SOUTH GEAR AVENUE,WEST BURLINGTON,IA,52655,DES MOINES,Hours of physical-restraint use,Not Available,Not Available,Not Available,5,Hours of seclusion use,Not Available,Not Available,Not Available,5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,5,Screening for metabolic disorders (SMD),Not Available,Not Available,5,Alcohol use brief intervention provided or offered,Not Available,Not Available,5,Not Available,Not Available,5,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,5,Not Available,Not Available,5,Tobacco use treatment provided or offered,Not Available,Not Available,5,Not Available,Not Available,5,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,5,Not Available,Not Available,5,Transition record with specified elements received by discharged patients (TR1),Not Available,Not Available,5,01/01/2022,12/31/2022,Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization,Not Available,Not Available,5,Not Available,Not Available,5,07/01/2021,06/30/2022,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,5,07/01/2020,06/30/2022,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2020,06/30/2022,Influenza immunization (IPFQR-IMM-2),Not Available,Not Available,5,10/01/2022,03/31/2023,Percentage of healthcare personnel who are up to date with COVID-19 vaccinations (IPFQR-HCP-COVID-19),Not Available,Not Available,5,10/01/2023,12/31/2023
